ALTO SÃO JOSE,PACATUBA
AUTÓDROMO,EUSÉBIO
AUTRAN NUNES,FORTALEZA
BAIRRO DE FÁTIMA,QUIXERAMOBIM
BAIRRO AMADOR,EUSÉBIO
BAIRRO PEDRAS,EUSÉBIO
BAIXA DO MAXIXE,QUIRERE
BAIXA DO MEIO,MARCO
BARRA DO CEARÁ,FORTALEZA
BARRA NOVA,SOLONÓPOLE
BARRINHA,PENTECOSTE
BARROSO,FORTALEZA
BATATEIRAS,CRATO
BATEL,CURITIBA
BEIRA RIO,FORTALEZA
BELA VISTA,SÃO PAULO
BENFICA,FORTALEZA
BETOLÂNDIA,JUAZEIRO DO NORTE
BOA ESPERANÇA,CAMOCIM
BOA FÉ,LIMOEIRO DO NORTE
BOA VIAGEM,RECIFE
BOA VIDA,SANTA QUITÉRIA
BOA VISTA,RECIFE
BOM FUTURO,FORTALEZA
BOM JARDIM,FORTALEZA
BOM JESUS
BONSUCESSO,FORTALEZA
BOQUEIRÃO DA ARARA,CAUCAIA
BRASÍLIA
BROKLIN NOVO,SÃO PAULO
BUGI,FORTALEZA
BULANDEIRA,BARBALHA
BURITI,BARBALHA
CABREIRO,ARACATI
CACIMBA DO POVO,ARACATI
CACIMBAS,ITAPIPOCA
CÁGADO,MARACANAÚ
CAIO PRADO,ITAPIPOCA
CAIS DO PORTO,FORTALEZA
CAJAZEIRAS,FORTALEZA
CAJUAIS,ICAPUÍ
CAMARÁ
CAMPO DOS VELHOS,SOBRAL
CAMPO GRANDE,CAUCAIA
CAMPO NOVO,QUIXADÁ
CAMPO VELHO,SOBRAL
CAMPO VERDE,ARACATI
CANINDEZINHO,FORTALEZA
CAPOEIRA,CAUCAIA
CAPONGA FUNDA,PINDORETAMA
CAPUAN,CAUCAIA
CARACARA,SENADOR POMPEU
CARANGUEIJO
CARAPIO,ITAITINGA
CARDEAIS,JAGUARUANA
CARLITO PAMPLONA,FORTALEZA
CASAS POPULARES,JUAZEIRO DO NORTE
CASTELÃO,FORTALEZA
CATOLÉ,HORIZONTE
CEARÁ,FORTALEZA
CEASA,MARACANAÚ
CENTRO,TABULEIRO DO NORTE
CENTRO / ZONA RURAL,QUITERIANÓPOLES
CERQUEIRA CESAR,SÃO PAULO
CESARIO PINTO
CHAPADA DO MOURA,IGUATU
CHAPADINHA,BELA CRUZ
CHORÓ,CASCAVEL
CIA,CHOROZINHO
CIDADE 2000,FORTALEZA
CIDADE ALTA,FORTALEZA
CIDADE DO EUSÉBIO,NATAL
CIDADE DOS FUNCIONÁRIOS,FORTALEZA
CIDADE INDUSTRIAL,FORTALEZA
CIDADE NOVA,CONTAGEM
CIDADE OESTE,MARACANAÚ
CIDÃO,FORTALEZA
CIGANA,SOBRAL
CLUBE DO VAQUEIRO
COAÇU,EUSÉBIO
COCÓ,FORTALEZA
COELCE,IGUATU
COHAB,SOBRAL
COHABI,QUIXERAMOBIM
COHAB II,IGUATU
COHAMA,IGUATU
COITÉ
COLINA
COLÔNIA,FORTALEZA
COMPLEXO INDUSTRIAL DO PECÉM,FORTALEZA
COMPLEXO INDUSTRIAL E PORTUÁRIA DO PECÉM,CAUCAIA
CONJUNTO JEREISSATI,FORTALEZA
CONJUNTO CEARÁ,FORTALEZA
CONJ. JOSÉ WALTER
CONJ. PARQUE TABAPUA,FORTALEZA
CONJ. PLAN. ITAPERI,CAUCAIA
CONJ. PLANALTO DO PICI,FORTALEZA
CONJ. PREF. JOSÉ WALTER,FORTALEZA
CONJUNTO COHAB,FORTALEZA
CONJUNTO ESPERANÇA,JAGUARIBE
CONJUNTO JEREISSATI I,MARACANAÚ
CONJUNTO JEREISSATI II,MARACANAÚ
CONJUNTO JOSÉ WALTER,MARACANAÚ
CONJUNTO LUCIANO CAVALCANTE,FORTALEZA
CONJUNTO NOVA METRÓPOLE,FORTALEZA
CONJUNTO NOVO CRATO,FORTALEZA
CONJUNTO NOVO MARACANAÚ,CRATO
CONJUNTO PALMEIRA,MARACANAÚ
CONJUNTO PARQUE TABAPUA,FORTALEZA
CONJUNTO PE. CICERO
CONJUNTO PEDRO ROCHA,CRATO
CONJUNTO PEQUENO MONDUBIM
CONJUNTO PEQUENO TABAPUÁ,FORTALEZA
CONJUNTO SÃO FRANCISCO,CAUCAIA
CONJUNTO TABAPUÁ,FORTALEZA
CONJUNTO TIMBO,CAUCAIA
CONSOLAÇÃO,SÃO PAULO
COORD. MARQUES,SÃO PAULO
COQEIRO
COQUEIRAL,ITAPIPOCA
COQUEIRO,MARACANAÚ
COQUEIROS,ITAPIPOCA
CÓRREGO,CAMOCIM
COUTO FERNANDES,TIANGUÁ
CRATO,FORTALEZA
CRISTO REDENTOR,FORTALEZA
CROATA,FORTALEZA
CROATÁ,SÃO GONÇALO DO AMARANTE
CROATÁ UM,PACAJUS
CRUZEIRO,PACAJUS
CURICACA,JAGUARIBE
DAMAS,FORTALEZA
DAMIÃO CARNEIRO,FORTALEZA
DEMÓCRITO ROCHA,FORTALEZA
DIAS MACÊDO,FORTALEZA
DIONÍOSIO TORRES,FORTALEZA
DISTRITO INDUSTRIAL II,EUSÉBIO
DISTRITO INDUSTRIAL
DIST. INDUSTRIAL DE HORIZONTE,HORIZONTE
DIST. MUN. JENIPAPEIRO,MARACANAÚ
DISTR. DE PONTA DA SERRA,CRATO
DISTR. INDUSTRIAL,HORIZONTE
DISTR. INDUSTRIAL II,EUSÉBIO
DISTR. INDUSTRIAL III,MARACANAÚ
DISTRITO COAÇU,EUSÉBIO
DISTRITO DE INHUÇU,SÃO BENEDITO
DISTRITO DE MURITI,CRATO
DISTRITO INDUSTRIAL III,MARACANAÚ
DISTRITO INDUSTRAIL,CAMOCIM
DISTRITO INDÚSTRIAL,MARACANAÚ
DISTRITO INDUSTRIAL I,MARACANAÚ
DISTRITO SEDE,QUIXADÁ
DISTRITO SEPT ROSADO,NATAL
DOIS DE AGOSTO,MORADA NOVA
DOM EXPEDITO,SOBRAL
DOM JOSÉ,SOBRAL
DOM LUSTOSA,FORTALEZA
DOM QUINTINO,CRATO
DOMINGOS OLIMPIO,SOBRAL
DONA SINHÁ SABÓIA,SOBRAL
DOURADO,HORIZONTE
DUNAS,FORTALEZA
DUQUE DE CAXIAS,QUIXERAMOBIM
EDSON QUEIROZ,FORTALEZA
BAIRRO ELLERY,FORTALEZA
ESMERINO GOMES
ESPLANADA,IGUATU
ESPLANADA CASTELAO,FORTALEZA
ESPLANADA MUCURIPE,FORTALEZA
ESTAÇÃO FERROVIÁRIA,ACOPIARA
EXPECTATIVA,SOBRAL
FARIAS BRITO,FORTALEZA
FÁTIMA,FORTALEZA
FÁTIMA II,CRATEÚS
FAZENDA BANDEIRA BRANCA,MASSAPE
FAZENDA BELÉM,SÃO GONÇALO DO AMARANTE
FAZENDA BETÂNIA,QUIXERAMOBIM
FAZENDA SOLEDADE,CAUCAIA
FAZENDINHA,ITAPIPOCA
FLEXEIRAS,TIANGUÁ
FLORES,RUSSAS
FLORESTA,FORTALEZA
FONSECA,IGUATU
FRANCA ALENCAR,CRATO
FRANCISCANOS,JUAZEIRO DO NORTE
FREI DAMIÃO,MILAGRES
GALPÕES,JABOATÃO DOS GUARARAPES
GARROTE,CAUCAIA
GENIBAÚ,FORTALEZA
GENIPABU,CAUCAIA
GENTILÂNDIA,FORTALEZA
GERERAU,ITAITINGA
GISELIA PINHEIRO,CRATO
GOV. FERRAZ,TIANGUÁ
GRAÇAS,RECIFE
GRANGEIRO,CRATO
GRANJA LISBOA,FORTALEZA
GRANJA PORTUGAL,FORTALEZA
GUABIRABA,MARANGUAPE
GUANACÉS,CASCAVEL
GUARARA,FORTALEZA
GUARARAPES,FORTALEZA
GUARARU,CAUCAIA
GUARIBAS,CRATO
HENRIQUE JORGE,FORTALEZA
CHOROZINHO,INDEPENDÊNCIA
ICAPUÍ,CAUCAIA
ICARAÍ,EUSÉBIO
ILHA TRINDADE,CRATO
INDEPENDÊNCIA,CAUCAIA
IPARANA,CAUCAIA
IPARANA / VICENTE ARRUDA,RECIFE
IPSEP
IRATINGA,FORTALEZA
ITAMARATY,FORTALEZA
ITAOCA,FORTALEZA
ITAOCA/MONTESE,FORTALEZA
ITAPEBUSSÚ,FORTALEZA
ITAPERI,EUSÉBIO
JABUTI,ITAITINGA
JABUTÍ,MARACANAÚ
JAÇANAÚ,FORTALEZA
JACARECANGA,AQUIRAZ
JACUNDA,SOBRAL
JAIBARAS,MARANGUAPE
JANGUEIRA,FORTALEZA
JANGURUSSÚ,FORTALEZA
JARDIM AMÉRICA,FORTALEZA
JARDIM DAS OLIVEIRAS,MARACANAÚ
JARDIM GUANABARA,FORTALEZA
JARDIM IRACEMA,MARACANAÚ
JARDIM JATOBA,FORTALEZA
JARDIM SANTO ANTÔNIO,FORTALEZA
JARDIM SUMARÉ,FORTALEZA
JARDIM VIOLETA,FORTALEZA
JARDINS DAS OLIVEIRAS,FORTALEZA
JARDIM PARAISO,FORTALEZA
JENIPAPEIRO,MARACANAÚ
JEREISSATI,PACATUBA
JEREISSATI I,MARACANAÚ
JEREISSATI II,PACATUBA
JEREISSATI III,PACATUBA
JITIRANA,BATURITÉ
JOÃO PAULO II,JUAZEIRO
JOÃO XXIII,FORTALEZA
JOAQUIM TÁVORA,FORTALEZA
JOQUEI CLUBE,FORTALEZA
JOSÉ BONIFÁCIL,FORTALEZA
JOSE AURELIO CAMARA,QUIXERAMOBIM
JOSÉ BONIFÁCIO,FORTALEZA
JOSÉ DE ALENCAR,FORTALEZA
JOSÉ PINHEIRO,CAMPINA GRANDE
JOSÉ SIMÕES DE OLIVEIRA,LIMOEIRO DO NORTE
JOSÉ WALTER,FORTALEZA
JOSÉ WÁLTER,FORTALEZA
JUÁ,QUIXADÁ
JUAZEIRO,JAGUARUANA
JUBAIA,MARANGUAPE
JULHO,ITAPIPOCA
JUNCO,SOBRAL
JUREMA,CAUCAIA
JUVÊNCIO SANTANA,JUAZEIRO DO NORTE
KART,SOBRAL
LAGO JACAREY,FORTALEZA
LAGOA,JAGUARUANA
LAGOA DAS PEDRAS,CAMOCIM
LAGOA NOVA,NATAL
LAGOA PRECABURA,EUSÉBIO
LAGOA REDONDA,FORTALEZA
LAGOA SECA,JUAZEIRO DO NORTE
LAGOINHA,EUSÉBIO
LAMEIRO,CRATO
LIBERDADE,INDEPENDÊNCIA
LIMOEIRO,JUAZEIRO DO NORTE
LOTEAMENTO SERRA AZUL,MARACANAÚ
LUCIANO CAVALCANTE,FORTALEZA
MACUNÃ
MADALENA,ITAPIPOCA
MAGABEIRA,EUSÉBIO
MALVAS,JUAZEIRO DO NORTE
MANGABEIRA,EUSÉBIO
MANGUEIRAL,HORIZONTE
MANOEL DIAS BRANCO,FORTALEZA
MANOEL SÁTIRO,FORTALEZA
MARACANAU,FORTALEZA
MARAPONGA,FORTALEZA
MARAVILHA,QUIXERAMOBIM
MARIO ANDREZZA,TIANGUÁ
MARIÚBA,AQUIRAZ
MARKAN,AQUIRAZ
MATA,BARBALHA
MESSEJANA,FORTALEZA
MESTRE ANTÔNIO,CAUCAIA
MINI DISTR. INDUSTRIAL,QUIXERAMOBIM
MINI DISTRITO INDUSTRIAL,JUAZEIRO DO NORTE
MIRANDÃO,CRATO
MONDUBIM,FORTALEZA
MONSENHOR TABOSA,FORTALEZA
MONSENHOR TIBÚRCIO,TIANGUÁ
MONTE CARLO
MONTE CASTELO,FORTALEZA
MONTE OREBE,AQUIRAZ
MONTEIRO DE MORAIS,QUIXERAMOBIM
MONTESE,FORTALEZA
MORENÃO,IGUATU
MOURA BRASIL,FORTALEZA
MUCAMBINHO,SOBRAL
MUCURIPE,FORTALEZA
MURITI,CRATO
N. S. DAS GRAÇAS,FORTALEZA
N. S. DE FÁTIMA,BARBALHA
NAZARÉ,BELÉM
NENEULÂNDIA,QUIXERAMOBIM
NOSSA SENHORA DAS GRAÇAS,FORTALEZA
NOSSA SENHORA DE FÁTIMA,BARBALHA
NOVA BRASILIA,JAGUARIBE
NOVA METRÓPOLE,CAUCAIA
NOVA PAMAMIRIM,PAMAMIRIM
NOVA POMPEIA,QUIXERAMOBIM
NOVO JUAZEIRO,JUAZEIRO DO NORTE
NOVO MARACANAÚ,MARACANAÚ
NOVO MARACANAÚ II,MARACANAÚ
NOVO MARANGUAPE,FORTALEZA
NOVO MONDUBIM,MARACANAÚ
NOVO PARQUE IRACEMA,MARANGUAPE
OLAVO BILAC,FORTALEZA
OLAVO OLIVEIRA,FORTALEZA
OLHO D'ÁGUA,MARACANAÚ
OMBREIRA,PENTECOSTE
ONOFRE,ITAPIUNA
OSSIAN ARARIPE,CRATO
OTÁVIO BONFIM,FORTALEZA
OUTRA BANDA,ACARAÚ
P. COSTA E SILVA,TABULEIRO DO NORTE
P.KENNEDY,FORTALEZA
PACATUBA,PACATUBA
PACHECO
PAJUÇARA,MARACANAÚ
PADRE ANDRADE,FORTALEZA
PADRE ANTONIO VIEIRA,JUAZEIRO DO NORTE
PADRE PALHANO,SOBRAL
PANAMERICANO,FORTALEZA
PANTANAL,SOBRAL
PAPICÚ,FORTALEZA
PARAÍSO,SÃO PAULO
PARANGABA,FORTALEZA
PARQUE LUZARDO VIANA,MARACANAÚ
PARQUE ALBANO,CAUCAIA
PARQUE ALVORADA,FORTALEZA
PARQUE ARATURI,CAUCAIA
PARQUE ARAXÁ,FORTALEZA
PARQUE CIDRIÃO,FORTALEZA
PARQUE DOIS IRMÃOS,FORTALEZA
PARQUE DOM PEDRO,ITAITINGA
PARQUE GENIBAÚ,FORTALEZA
PARQUE GUADALAJARA,CAUCAIA
PARQUE IRACEMA,MARANGUAPE
PARQUE ITAMARATY,FORTALEZA
PARQUE JABUTI,EUSÉBIO
PARQUE JERUSALÉM,FORTALEZA
PARQUE MANIBURA,FORTALEZA
PARQUE NOVO HORIZONTE,JUAZEIRO DO NORTE
PARQUE NOVO MONDUBIM,MARACANAÚ
PARQUE OLARIA,SÃO GONÇALO DO AMARANTE
PARQUE POTIRA,FORTALEZA
PARQUE RIO BRANCO,FORTALEZA
PARQUE SANTA CECÍLIA,FORTALEZA
PARQUE SANTA CLARA,EUSÉBIO
PARQUE SANTA FÉ,MARANGUAPE
PARQUE SANTA MARA,FORTALEZA
PARQUE SANTA MARIA,FORTALEZA
PARQUE SANTA ROSA,FORTALEZA
PARQUE SANTO AMARO,FORTALEZA
PARQUE SANTO ANTONIO,ITAITINGA
PARQUE SÃO JOÃO,MARANGUAPE
PARQUE SÃO JOSÉ,FORTALEZA
PARQUE SÃO MIGUEL,FORTALEZA
PARQUE SOLIDADE
PARQUE TABAPUÁ,CAUCAIA
PARQUE TAQUARAL,CAMPINAS
PARQUE TRIÂNGULO,JUAZEIRO DO NORTE
PARQUE URUPE,CASCAVEL
PARQUELÂNDIA,FORTALEZA
PASSAGEM,TABULEIRO DO NORTE
PASSARÉ,FORTALEZA
PAU FERRADO
PAUMIRIM,CAUCAIA
PAUPINA,FORTALEZA
PAVUNA,PACATUBA
PECÉM,SÃO GONÇALO DO AMARANTE
PEDRAS,EUSÉBIO
PEDRO CELESTINO,LIMOEIRO DO NORTE
PEDRO E FREITAS,LIMOEIRO DO NORTE
PICI,FORTALEZA
PIEDADE,FORTALEZA
PIMENTA,CRATO
PINDOBA,AQUIRAZ
PINTO MADEIRA,CRATO
PIO XII,FORTALEZA
PIRAJÁ,JUAZEIRO DO NORTE
PIRAMBÚ,FORTALEZA
PIRAPAU,PACATUBA
PIRAPORA,MARANGUAPE
PIRATININGA,MARACANAÚ
PIRES FAÇANHA,EUSÉBIO
PLANALTO,TIANGUÁ
PLANALTO AIRTON SENA,FORTALEZA
PLANALTO CIDADE NOVA,MARACANAÚ
PLANALTO CURICARA,QUIXADÁ
PLANALTO HORIZONTE,HORIZONTE
PLANALTO JERUSALEM,QUIXADÁ
PLANALTO NOVO CASCAVEL,CASCAVEL
POÇO COMPRIDO,IGUATU
POÇO DOS PAUS,LIMOEIRO DO NORTE
PÓLO CALÇADISTA,QUIXERAMOBIM
PONTA DA SERRA,ITAITINGA
PORTAL DO EUSÉBIO,EUSÉBIO
PORTO DAS DUNAS,AQUIRAZ
PORTO DO PECÉM,SÃO GONÇALO DO AMARANTE
POTIRA I,CAUCAIA
PQ DOM PEDRO,ITAITINGA
PQ GENEZARÉ,ITAITINGA
PQ. DOM PEDRO,ITAITINGA
PQ. GUADALAJARA
PQ. LUZARDO VIANA,FORTALEZA
PQ. MANIBURA,FORTALEZA
PQ. MOMDUBIM,MARACANAÚ
PQ. NOVO MONDUBIM,MARACANAÚ
PQ. SANTA MARIA,FORTALEZA
PQ. SANTO ANTÔNIO,ITAITINGA
PQUE. TABAPUÃ
PRAÇA DO ROSÁRIO,MARANGUAPE
PRAIA DAS FONTES,BEBERIBE
PRAIA DE IRACEMA,FORTALEZA
PRAIA DO FUTURO,FORTALEZA
PRECABURA,EUSÉBIO
PRESIDENTE KENNEDY,FORTALEZA
PRESIDENTE VARGAS,FORTALEZA
PROJETO TERRA NOVA DOM.EXPEDITO,SOBRAL
PUTIU,QUIXADÁ
QUINTINO CUNHA,FORTALEZA
REDE LUCENA,BREJO SANTO
REDENÇÃO,TERESINA
RENASCENÇA II,SÃO LUÍS
RIACHÃO,ITAITINGA
RIO,JAGUARUANA
RIO NOVO,CASCAVEL
RODOLFO TEÓFILO,FORTALEZA
RODOVIARIA,QUIXERAMOBIM
ROMEIRÃO,JUAZEIRO DO NORTE
RUINHA,QUIXADÁ
S. JOÃO DO TAUAPE,FORTALEZA
SALESIANO,JUAZEIRO DO NORTE
SALINAS,FORTALEZA
SANTA HELENA,SOBRAL
SANTA LUZIA,LIMOEIRO DO NORTE
SANTA MARIA,JAGUARIBE
SANTA MONICA,FEIRA DE SANTANA
SANTA RITA,CAMOCIM
SANTA ROSA,MARCO
SANTA TEREZA,JUAZEIRO DO NORTE
SANTO AMARO,RECIFE
SANTO ANTÔNIO,IGUATU
SÃO BENTO,PACATUBA
SÃO CRISTÓVÃO,FORTALEZA
SÃO FRANCISCO,SÃO LUÍS
SÃO GERARDO,FORTALEZA
SÃO JOÃO,QUIXADÁ
SÃO JOÃO DO TAUAPE,FORTALEZA
SÃO JOSÉ,JUAZEIRO DO NORTE
SÃO MIGUEL,JUAZEIRO DO NORTE
SÃO SEBASTIÃO,IGUATU
SÃO VICENTE,FORTALEZA
SAPUPARA,MARANGUAPE
SEDE,BARBALHA
SEMINÁRIO,CRATO
SERRA DO ITAPAI,REDENÇÃO
SERRINHA,FORTALEZA
SETOR B,CRATEÚS
SINHA SABÓIA,SOBRAL
SINHÁ SABOIA,SOBRAL
SINHÁ SABÓIA,SOBRAL
SIQUEIRA,MARACANAÚ
SIQUEIRA II,FORTALEZA
SÍTIO ALECRIM,AQUIRAZ
SÍTIO ALTO DA CHEIA,ARACATI
SÍTIO ARARAS,IGUATU
SÍTIO BARREIRAS,BARBALHA
SÍTIO CANTO,RUSSAS
SÍTIO CARDEAIS,JAGUARUANA
SÍTIO FRADES,ACARAPE
SITIO GENIPAPO,ITAPIPOCA
SITIO JORGE
SÍTIO JUÁ,CRATO
SITIO MATA,BARBALHA
SÍTIO SANTA HELENA,SOBRAL
SITIO SÃO GABRIEL,IGUATU
SITIO SÃO JOSÉ,CRATO
SÍTIO TORTO,JUCÁS
SÍTIOS NOVOS,CAUCAIA
SOBRAL,MACEIÓ
SOCORRO,JUAZEIRO DO NORTE
SOSSEGO,CRATO
SUBSTAÇÃO SOBRAL,SOBRAL
TABAPUA,CAUCAIA
TABAPUÁ,CAUCAIA
TABAPUAZINHO,CAUCAIA
TABAPUZINHO,FORTALEZA
TABULEIRO,IGUATU
TABULEIRO DO CATAVENTO,RUSSAS
TAÍBA,SÃO GONÇALO DO AMARANTE
TAMATANDUBA,EUSÉBIO
TAMBORÉ,BARUERI
TANCREDO NEVES,FORTALEZA
TANGUEIRA,MARANGUAPE
TAPERA,FORTALEZA
TAUAPE,FORTALEZA
TELHA,AQUIRAZ
TIMBAUZINHO,JOÃO PESSOA
TIJUCA,CAMOCIM
TIMBAUBA,JUAZEIRO DO NORTE
TIMBÓ,MARACANAÚ
TIMBÚ,EUSÉBIO
TIRADENTES,JUAZEIRO DO NORTE
TIROL,FORTALEZA
TRECHO ESTRUTURANTE,TRAIRÍ
TRIANGULO,JUAZEIRO DO NORTE
URUCUNEMA,EUSÉBIO
URUCUTUBA
VALE DOS SÍTIOS,AQUIRAZ
VARJOTA,FORTALEZA
VÁRZEA DA CRUZ,SOUSA
VÁRZEA DA MATRIZ,ARACATI
VELA BRANCA,PARACURU
VENEZA,IGUATU
VILA COSTEIRA,FORTALEZA
VILA ELLERY,FORTALEZA
VILA MANOEL SÁTIRO,FORTALEZA
VICENTE PIZON,FORTALEZA
VILA BETÂNIA,FORTALEZA
VILA ALTA,CRATO
VILA CARLOUBER,CAUCAIA
VILA CENTENÁRIO,IGUATU
VILA DO PECÉM,SÃO GONÇALO DO AMARANTE
VILA MARIANA,SÃO PAULO
VILA NEUMA,IGUATU
VILA PAULO GONÇALVES,AURORA
VILA PERY,FORTALEZA
VILA SABONETE,QUIXERAMOBIM
VILA SANTO ANTÔNIO,BARBALHA
VILA UNIÃO,FORTALEZA
VILA VELHA,FORTALEZA
VIOLETA,ITAPIPOCA
VITALINO PEIXE
ZONA RURAL,PARAIPABA
ZONA RURAL/FORQUILHA,PACATUBA
ZONA URBANA,HORIZONTE
